Phrase 1,Phrase 2,Sentence 1,Sentence 2,Chain 1,Chain 2,Same Sentence,Same Chain,Size of Chain,Result
the city,Chicago,3,1,1,1,False,True,11,
the city,Its,3,2,1,1,False,True,11,
the city,Chicago,3,3,1,1,True,True,11,
the city,It,3,4,1,1,False,True,11,
the city,Chicago,3,5,1,1,False,True,11,
the city,the seat of Cook County,3,3,1,1,True,True,11,
the city,the third most populous city in the United States,3,1,1,1,False,True,11,
the city,Chicagoland,3,2,1,1,False,True,11,
the city,Chicago,3,7,1,1,False,True,11,
the city,the city,3,6,1,1,False,True,11,
the city,third,3,1,1,2,False,False,0,
the city,the United States,3,1,1,4,False,False,0,
the city,Its metropolitan area,3,2,1,6,False,False,0,
the city,Cook County,3,3,1,9,True,False,0,
the city,DuPage County,3,3,1,10,True,False,0,
the city,a small part of the city,3,3,1,12,True,False,0,
the city,a city in 1837,3,4,1,15,False,False,0,
the city,1837,3,4,1,16,False,False,0,
the city,an alpha + global city,3,5,1,18,False,False,0,
the city,an alpha,3,5,1,19,False,False,0,
the city,Second City,3,6,1,20,False,False,0,
the city,The best-known nicknames for the city,3,6,1,21,False,False,0,
the city,Windy City and Second City,3,6,1,23,False,False,0,
the city,Windy City,3,6,1,24,False,False,0,
the city,the fastest growing city in the world for several decades,3,7,1,26,False,False,0,
the city,The City of Chicago,3,7,1,26,False,False,0,
the city,the world for several decades,3,7,1,28,False,False,0,
the city,several decades,3,7,1,29,False,False,0,
Chicago,Its,1,2,1,1,False,True,11,
Chicago,Chicago,1,3,1,1,False,True,11,
Chicago,It,1,4,1,1,False,True,11,
Chicago,Chicago,1,5,1,1,False,True,11,
Chicago,the seat of Cook County,1,3,1,1,False,True,11,
Chicago,the third most populous city in the United States,1,1,1,1,True,True,11,
Chicago,Chicagoland,1,2,1,1,False,True,11,
Chicago,Chicago,1,7,1,1,False,True,11,
Chicago,the city,1,6,1,1,False,True,11,
Chicago,third,1,1,1,2,True,False,0,
Chicago,the United States,1,1,1,4,True,False,0,
Chicago,Its metropolitan area,1,2,1,6,False,False,0,
Chicago,Cook County,1,3,1,9,False,False,0,
Chicago,DuPage County,1,3,1,10,False,False,0,
Chicago,a small part of the city,1,3,1,12,False,False,0,
Chicago,a city in 1837,1,4,1,15,False,False,0,
Chicago,1837,1,4,1,16,False,False,0,
Chicago,an alpha + global city,1,5,1,18,False,False,0,
Chicago,an alpha,1,5,1,19,False,False,0,
Chicago,Second City,1,6,1,20,False,False,0,
Chicago,The best-known nicknames for the city,1,6,1,21,False,False,0,
Chicago,Windy City and Second City,1,6,1,23,False,False,0,
Chicago,Windy City,1,6,1,24,False,False,0,
Chicago,the fastest growing city in the world for several decades,1,7,1,26,False,False,0,
Chicago,The City of Chicago,1,7,1,26,False,False,0,
Chicago,the world for several decades,1,7,1,28,False,False,0,
Chicago,several decades,1,7,1,29,False,False,0,
Its,Chicago,2,3,1,1,False,True,11,
Its,It,2,4,1,1,False,True,11,
Its,Chicago,2,5,1,1,False,True,11,
Its,the seat of Cook County,2,3,1,1,False,True,11,
Its,the third most populous city in the United States,2,1,1,1,False,True,11,
Its,Chicagoland,2,2,1,1,True,True,11,
Its,Chicago,2,7,1,1,False,True,11,
Its,the city,2,6,1,1,False,True,11,
Its,third,2,1,1,2,False,False,0,
Its,the United States,2,1,1,4,False,False,0,
Its,Its metropolitan area,2,2,1,6,True,False,0,
Its,Cook County,2,3,1,9,False,False,0,
Its,DuPage County,2,3,1,10,False,False,0,
Its,a small part of the city,2,3,1,12,False,False,0,
Its,a city in 1837,2,4,1,15,False,False,0,
Its,1837,2,4,1,16,False,False,0,
Its,an alpha + global city,2,5,1,18,False,False,0,
Its,an alpha,2,5,1,19,False,False,0,
Its,Second City,2,6,1,20,False,False,0,
Its,The best-known nicknames for the city,2,6,1,21,False,False,0,
Its,Windy City and Second City,2,6,1,23,False,False,0,
Its,Windy City,2,6,1,24,False,False,0,
Its,the fastest growing city in the world for several decades,2,7,1,26,False,False,0,
Its,The City of Chicago,2,7,1,26,False,False,0,
Its,the world for several decades,2,7,1,28,False,False,0,
Its,several decades,2,7,1,29,False,False,0,
Chicago,It,3,4,1,1,False,True,11,
Chicago,Chicago,3,5,1,1,False,True,11,
Chicago,the seat of Cook County,3,3,1,1,True,True,11,
Chicago,the third most populous city in the United States,3,1,1,1,False,True,11,
Chicago,Chicagoland,3,2,1,1,False,True,11,
Chicago,Chicago,3,7,1,1,False,True,11,
Chicago,the city,3,6,1,1,False,True,11,
Chicago,third,3,1,1,2,False,False,0,
Chicago,the United States,3,1,1,4,False,False,0,
Chicago,Its metropolitan area,3,2,1,6,False,False,0,
Chicago,Cook County,3,3,1,9,True,False,0,
Chicago,DuPage County,3,3,1,10,True,False,0,
Chicago,a small part of the city,3,3,1,12,True,False,0,
Chicago,a city in 1837,3,4,1,15,False,False,0,
Chicago,1837,3,4,1,16,False,False,0,
Chicago,an alpha + global city,3,5,1,18,False,False,0,
Chicago,an alpha,3,5,1,19,False,False,0,
Chicago,Second City,3,6,1,20,False,False,0,
Chicago,The best-known nicknames for the city,3,6,1,21,False,False,0,
Chicago,Windy City and Second City,3,6,1,23,False,False,0,
Chicago,Windy City,3,6,1,24,False,False,0,
Chicago,the fastest growing city in the world for several decades,3,7,1,26,False,False,0,
Chicago,The City of Chicago,3,7,1,26,False,False,0,
Chicago,the world for several decades,3,7,1,28,False,False,0,
Chicago,several decades,3,7,1,29,False,False,0,
It,Chicago,4,5,1,1,False,True,11,
It,the seat of Cook County,4,3,1,1,False,True,11,
It,the third most populous city in the United States,4,1,1,1,False,True,11,
It,Chicagoland,4,2,1,1,False,True,11,
It,Chicago,4,7,1,1,False,True,11,
It,the city,4,6,1,1,False,True,11,
It,third,4,1,1,2,False,False,0,
It,the United States,4,1,1,4,False,False,0,
It,Its metropolitan area,4,2,1,6,False,False,0,
It,Cook County,4,3,1,9,False,False,0,
It,DuPage County,4,3,1,10,False,False,0,
It,a small part of the city,4,3,1,12,False,False,0,
It,a city in 1837,4,4,1,15,True,False,0,
It,1837,4,4,1,16,True,False,0,
It,an alpha + global city,4,5,1,18,False,False,0,
It,an alpha,4,5,1,19,False,False,0,
It,Second City,4,6,1,20,False,False,0,
It,The best-known nicknames for the city,4,6,1,21,False,False,0,
It,Windy City and Second City,4,6,1,23,False,False,0,
It,Windy City,4,6,1,24,False,False,0,
It,the fastest growing city in the world for several decades,4,7,1,26,False,False,0,
It,The City of Chicago,4,7,1,26,False,False,0,
It,the world for several decades,4,7,1,28,False,False,0,
It,several decades,4,7,1,29,False,False,0,
Chicago,the seat of Cook County,5,3,1,1,False,True,11,
Chicago,the third most populous city in the United States,5,1,1,1,False,True,11,
Chicago,Chicagoland,5,2,1,1,False,True,11,
Chicago,Chicago,5,7,1,1,False,True,11,
Chicago,the city,5,6,1,1,False,True,11,
Chicago,third,5,1,1,2,False,False,0,
Chicago,the United States,5,1,1,4,False,False,0,
Chicago,Its metropolitan area,5,2,1,6,False,False,0,
Chicago,Cook County,5,3,1,9,False,False,0,
Chicago,DuPage County,5,3,1,10,False,False,0,
Chicago,a small part of the city,5,3,1,12,False,False,0,
Chicago,a city in 1837,5,4,1,15,False,False,0,
Chicago,1837,5,4,1,16,False,False,0,
Chicago,an alpha + global city,5,5,1,18,True,False,0,
Chicago,an alpha,5,5,1,19,True,False,0,
Chicago,Second City,5,6,1,20,False,False,0,
Chicago,The best-known nicknames for the city,5,6,1,21,False,False,0,
Chicago,Windy City and Second City,5,6,1,23,False,False,0,
Chicago,Windy City,5,6,1,24,False,False,0,
Chicago,the fastest growing city in the world for several decades,5,7,1,26,False,False,0,
Chicago,The City of Chicago,5,7,1,26,False,False,0,
Chicago,the world for several decades,5,7,1,28,False,False,0,
Chicago,several decades,5,7,1,29,False,False,0,
the seat of Cook County,the third most populous city in the United States,3,1,1,1,False,True,11,
the seat of Cook County,Chicagoland,3,2,1,1,False,True,11,
the seat of Cook County,Chicago,3,7,1,1,False,True,11,
the seat of Cook County,the city,3,6,1,1,False,True,11,
the seat of Cook County,third,3,1,1,2,False,False,0,
the seat of Cook County,the United States,3,1,1,4,False,False,0,
the seat of Cook County,Its metropolitan area,3,2,1,6,False,False,0,
the seat of Cook County,Cook County,3,3,1,9,True,False,0,
the seat of Cook County,DuPage County,3,3,1,10,True,False,0,
the seat of Cook County,a small part of the city,3,3,1,12,True,False,0,
the seat of Cook County,a city in 1837,3,4,1,15,False,False,0,
the seat of Cook County,1837,3,4,1,16,False,False,0,
the seat of Cook County,an alpha + global city,3,5,1,18,False,False,0,
the seat of Cook County,an alpha,3,5,1,19,False,False,0,
the seat of Cook County,Second City,3,6,1,20,False,False,0,
the seat of Cook County,The best-known nicknames for the city,3,6,1,21,False,False,0,
the seat of Cook County,Windy City and Second City,3,6,1,23,False,False,0,
the seat of Cook County,Windy City,3,6,1,24,False,False,0,
the seat of Cook County,the fastest growing city in the world for several decades,3,7,1,26,False,False,0,
the seat of Cook County,The City of Chicago,3,7,1,26,False,False,0,
the seat of Cook County,the world for several decades,3,7,1,28,False,False,0,
the seat of Cook County,several decades,3,7,1,29,False,False,0,
the third most populous city in the United States,Chicagoland,1,2,1,1,False,True,11,
the third most populous city in the United States,Chicago,1,7,1,1,False,True,11,
the third most populous city in the United States,the city,1,6,1,1,False,True,11,
the third most populous city in the United States,third,1,1,1,2,True,False,0,
the third most populous city in the United States,the United States,1,1,1,4,True,False,0,
the third most populous city in the United States,Its metropolitan area,1,2,1,6,False,False,0,
the third most populous city in the United States,Cook County,1,3,1,9,False,False,0,
the third most populous city in the United States,DuPage County,1,3,1,10,False,False,0,
the third most populous city in the United States,a small part of the city,1,3,1,12,False,False,0,
the third most populous city in the United States,a city in 1837,1,4,1,15,False,False,0,
the third most populous city in the United States,1837,1,4,1,16,False,False,0,
the third most populous city in the United States,an alpha + global city,1,5,1,18,False,False,0,
the third most populous city in the United States,an alpha,1,5,1,19,False,False,0,
the third most populous city in the United States,Second City,1,6,1,20,False,False,0,
the third most populous city in the United States,The best-known nicknames for the city,1,6,1,21,False,False,0,
the third most populous city in the United States,Windy City and Second City,1,6,1,23,False,False,0,
the third most populous city in the United States,Windy City,1,6,1,24,False,False,0,
the third most populous city in the United States,the fastest growing city in the world for several decades,1,7,1,26,False,False,0,
the third most populous city in the United States,The City of Chicago,1,7,1,26,False,False,0,
the third most populous city in the United States,the world for several decades,1,7,1,28,False,False,0,
the third most populous city in the United States,several decades,1,7,1,29,False,False,0,
Chicagoland,Chicago,2,7,1,1,False,True,11,
Chicagoland,the city,2,6,1,1,False,True,11,
Chicagoland,third,2,1,1,2,False,False,0,
Chicagoland,the United States,2,1,1,4,False,False,0,
Chicagoland,Its metropolitan area,2,2,1,6,True,False,0,
Chicagoland,Cook County,2,3,1,9,False,False,0,
Chicagoland,DuPage County,2,3,1,10,False,False,0,
Chicagoland,a small part of the city,2,3,1,12,False,False,0,
Chicagoland,a city in 1837,2,4,1,15,False,False,0,
Chicagoland,1837,2,4,1,16,False,False,0,
Chicagoland,an alpha + global city,2,5,1,18,False,False,0,
Chicagoland,an alpha,2,5,1,19,False,False,0,
Chicagoland,Second City,2,6,1,20,False,False,0,
Chicagoland,The best-known nicknames for the city,2,6,1,21,False,False,0,
Chicagoland,Windy City and Second City,2,6,1,23,False,False,0,
Chicagoland,Windy City,2,6,1,24,False,False,0,
Chicagoland,the fastest growing city in the world for several decades,2,7,1,26,False,False,0,
Chicagoland,The City of Chicago,2,7,1,26,False,False,0,
Chicagoland,the world for several decades,2,7,1,28,False,False,0,
Chicagoland,several decades,2,7,1,29,False,False,0,
Chicago,the city,7,6,1,1,False,True,11,
Chicago,third,7,1,1,2,False,False,0,
Chicago,the United States,7,1,1,4,False,False,0,
Chicago,Its metropolitan area,7,2,1,6,False,False,0,
Chicago,Cook County,7,3,1,9,False,False,0,
Chicago,DuPage County,7,3,1,10,False,False,0,
Chicago,a small part of the city,7,3,1,12,False,False,0,
Chicago,a city in 1837,7,4,1,15,False,False,0,
Chicago,1837,7,4,1,16,False,False,0,
Chicago,an alpha + global city,7,5,1,18,False,False,0,
Chicago,an alpha,7,5,1,19,False,False,0,
Chicago,Second City,7,6,1,20,False,False,0,
Chicago,The best-known nicknames for the city,7,6,1,21,False,False,0,
Chicago,Windy City and Second City,7,6,1,23,False,False,0,
Chicago,Windy City,7,6,1,24,False,False,0,
Chicago,the fastest growing city in the world for several decades,7,7,1,26,True,False,0,
Chicago,The City of Chicago,7,7,1,26,True,False,0,
Chicago,the world for several decades,7,7,1,28,True,False,0,
Chicago,several decades,7,7,1,29,True,False,0,
the city,third,6,1,1,2,False,False,0,
the city,the United States,6,1,1,4,False,False,0,
the city,Its metropolitan area,6,2,1,6,False,False,0,
the city,Cook County,6,3,1,9,False,False,0,
the city,DuPage County,6,3,1,10,False,False,0,
the city,a small part of the city,6,3,1,12,False,False,0,
the city,a city in 1837,6,4,1,15,False,False,0,
the city,1837,6,4,1,16,False,False,0,
the city,an alpha + global city,6,5,1,18,False,False,0,
the city,an alpha,6,5,1,19,False,False,0,
the city,Second City,6,6,1,20,True,False,0,
the city,The best-known nicknames for the city,6,6,1,21,True,False,0,
the city,Windy City and Second City,6,6,1,23,True,False,0,
the city,Windy City,6,6,1,24,True,False,0,
the city,the fastest growing city in the world for several decades,6,7,1,26,False,False,0,
the city,The City of Chicago,6,7,1,26,False,False,0,
the city,the world for several decades,6,7,1,28,False,False,0,
the city,several decades,6,7,1,29,False,False,0,
third,the United States,1,1,2,4,True,False,0,
third,Its metropolitan area,1,2,2,6,False,False,0,
third,Cook County,1,3,2,9,False,False,0,
third,DuPage County,1,3,2,10,False,False,0,
third,a small part of the city,1,3,2,12,False,False,0,
third,a city in 1837,1,4,2,15,False,False,0,
third,1837,1,4,2,16,False,False,0,
third,an alpha + global city,1,5,2,18,False,False,0,
third,an alpha,1,5,2,19,False,False,0,
third,Second City,1,6,2,20,False,False,0,
third,The best-known nicknames for the city,1,6,2,21,False,False,0,
third,Windy City and Second City,1,6,2,23,False,False,0,
third,Windy City,1,6,2,24,False,False,0,
third,the fastest growing city in the world for several decades,1,7,2,26,False,False,0,
third,The City of Chicago,1,7,2,26,False,False,0,
third,the world for several decades,1,7,2,28,False,False,0,
third,several decades,1,7,2,29,False,False,0,
the United States,Its metropolitan area,1,2,4,6,False,False,0,
the United States,Cook County,1,3,4,9,False,False,0,
the United States,DuPage County,1,3,4,10,False,False,0,
the United States,a small part of the city,1,3,4,12,False,False,0,
the United States,a city in 1837,1,4,4,15,False,False,0,
the United States,1837,1,4,4,16,False,False,0,
the United States,an alpha + global city,1,5,4,18,False,False,0,
the United States,an alpha,1,5,4,19,False,False,0,
the United States,Second City,1,6,4,20,False,False,0,
the United States,The best-known nicknames for the city,1,6,4,21,False,False,0,
the United States,Windy City and Second City,1,6,4,23,False,False,0,
the United States,Windy City,1,6,4,24,False,False,0,
the United States,the fastest growing city in the world for several decades,1,7,4,26,False,False,0,
the United States,The City of Chicago,1,7,4,26,False,False,0,
the United States,the world for several decades,1,7,4,28,False,False,0,
the United States,several decades,1,7,4,29,False,False,0,
Its metropolitan area,Cook County,2,3,6,9,False,False,0,
Its metropolitan area,DuPage County,2,3,6,10,False,False,0,
Its metropolitan area,a small part of the city,2,3,6,12,False,False,0,
Its metropolitan area,a city in 1837,2,4,6,15,False,False,0,
Its metropolitan area,1837,2,4,6,16,False,False,0,
Its metropolitan area,an alpha + global city,2,5,6,18,False,False,0,
Its metropolitan area,an alpha,2,5,6,19,False,False,0,
Its metropolitan area,Second City,2,6,6,20,False,False,0,
Its metropolitan